ID,Link,Thumbnail,Tiêu đề,Số lượt view,Số lượt like,Số lượt comment,Tỷ lệ tương tác,ID người đăng,Người đăng,Source,Đối tác,Mã sự kiện,Sự kiện,Ngày phát hành,Ngày gửi bài,Trạng thái,Lý do hủy,Tích cực (%),Trung lập (%),Tiêu cực (%),Tags,,,,,,
69d08ad04955fc1be93d39a7,https://vt.tiktok.com/ZSHBkEKJ9/,https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/oQJI6eWozgMY1RVAQAVA88QeThgXjehDo5LRFC~tplv-tiktokx-cropcenter-q:300:400:q72.webp?dr=14782&refresh_token=f2995eee&x-expires=1775358000&x-signature=C%2FzDXfBvLmKh7tWoqmuPfWk2Tvw%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=8aecc5ac&idc=my2&biz_tag=tt_video&s=TIKTOK_FOR_DEVELOPER&sc=cover,Ngày 1 #Thu4NgayXanh #Hanhdongxanh #Chontuonglaixanh #T4NX  #xfgdvfa,3,0,0,0.00%,69cf36604955fc1be93cf818,Thuỳ Trâm,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 03:49,04-04-2026,rejected,Video hiện không hiển thị nên bên mình chưa thể đánh giá.,Triều Huỳnh,---,--,--,,,,,,
69d0ff684955fc1be93d640b,https://vt.tiktok.com/ZSHSMDgNP/,https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/oQQhXBjgFfNfDQqQmKsOAfWYA2g6GM8p4fhieP~tplv-tiktokx-cropcenter-q:300:400:q72.webp?dr=14782&refresh_token=7cfeb507&x-expires=1775404800&x-signature=EzfyNAm5YTF33bGv7%2Bo1MFcsC8s%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=8aecc5ac&idc=my2&biz_tag=tt_video&s=TIKTOK_FOR_DEVELOPER&sc=cover,#Hanhdongxanh #Chontuonglaixanh #T4NX  #Thu4NgayXanh #h946wb1,70,0,0,0.00%,69d0f04b4955fc1be93d5ef6,chbimenl,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 12:05,04-04-2026,rejected,"Video hiện không hiển thị nên bên mình chưa thể đánh giá.
",Triều Huỳnh,---,--,--,,,,,,
69d08df94955fc1be93d3b43,https://vt.tiktok.com/ZSHBSfcFo/,https://p9-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oc8xKfqoDBOpFvEEChEGI2Qe0BUQDQIgzuRi3A~tplv-tiktokx-cropcenter-q:300:400:q72.webp?dr=14782&refresh_token=0fc229d6&x-expires=1775361600&x-signature=ReofT2umSq1TKIIuMaptadeTE54%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=8aecc5ac&idc=my2&biz_tag=tt_video&s=TIKTOK_FOR_DEVELOPER&sc=cover,Ngày 1 #Thu4NgayXanh #Hanhdongxanh #Chontuonglaixanh #T4NX #xfgdvfa,2,0,0,0.00%,69cf36604955fc1be93cf818,Thuỳ Trâm,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 11:04,04-04-2026,rejected,Video hiện không hiển thị nên bên mình chưa thể đánh giá.,Triều Huỳnh,---,--,--,,,,,,
69d0b1574955fc1be93d4bac,https://www.facebook.com/author/videos/1369152658589470,https://scontent-sin11-2.xx.fbcdn.net/v/t15.5256-10/663563144_1661145955091727_682612768059737608_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=101&ccb=1-7&_nc_sid=50ce42&_nc_ohc=V4HlVw5G5lQQ7kNvwGxESv_&_nc_oc=AdofumVFt8KIvg6d3LDMByMNEiew1bl1URTZ3CCKdOVwXpWusmfm35WvGU0xb0nwHI4&_nc_zt=23&_nc_ht=scontent-sin11-2.xx&_nc_gid=XruoMIe5rrWhnH5-mhz2vg&_nc_ss=7a389&oh=00_Af237Ciz-AKmSFCGyYDxxjJ2lfkz_q0XI_3vuQRVRRdUZg&oe=69D67DEF,#Thu4NgayXanh #Hanhdongxanh #Chontuonglaixanh #T4NXBNMT #3bawun3,18,0,0,0.00%,69cf8f144955fc1be93d11ff,Ngọc Như,facebook,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 12:12,04-04-2026,rejected,"Video hiện không hiển thị nên bên mình chưa thể đánh giá.
",Triều Huỳnh,---,--,--,,,,,,
69d08b794955fc1be93d39bb,https://vt.tiktok.com/ZSHBBkJGV/,https://image-sg.tiktokv.com/tos-alisg-p-0037/oIcTzAuB0Ai5Y74iipBEtAIcCA6Qf6bwYIIjHD~tplv-tiktokx-cropcenter-q:300:400:q72.webp?dr=14782&policy=eyJ2bSI6MywidWlkIjoiNzYyNDcyNjQ1Nzg5NzU2NzI1MiJ9&refresh_token=bd1fe740&x-orig-authkey=953b87ea9b474969e4eab20d5c7fa858d23f02a8&x-orig-expires=1775361600&x-orig-sign=ioBWD9kSHDhKBq2j%2FEvj469GmwE%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=8aecc5ac&idc=my2&sc=cover&item=7624746089727462674&biz_tag=tt_video&s=TIKTOK_FOR_DEVELOPER,#Chontuonglaixanh#T4NXBNNMT#Thu4NgayXanh#Hanhdongxanh#x9j98wb,36,0,0,0.00%,69d079344955fc1be93d2f60,ĐĂNG KHOA,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 03:49,04-04-2026,rejected,Video hiện không hiển thị nên bên mình chưa thể đánh giá.,Triều Huỳnh,---,--,--,,,,,,
69d0e2d64955fc1be93d5b3b,https://vt.tiktok.com/ZSHS1CpGK/,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oIPtaalIvDbdiA2iuBB5iAYI1FXFQX4LEsESI~tplv-tiktokx-cropcenter-q:300:400:q72.webp?dr=14782&refresh_token=0603ec07&x-expires=1775577600&x-signature=3254KTNnuX3bdY21bwtlXILYIjI%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=8aecc5ac&idc=my2&biz_tag=tt_video&s=TIKTOK_FOR_DEVELOPER&sc=cover,#9sl5zfx#Thu4NgayXanh #Hanhdongxanh #Chontuonglaixanh #T4NX,2,0,0,0.00%,69cf767c4955fc1be93d0bdf,Lê Nguyễn Minh Phát,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 10:05,04-04-2026,rejected,Link lỗi không truy cập được.,Triều Huỳnh,---,--,--,,,,,,
69d140874955fc1be93d80c1,https://youtu.be/D5NgvVt7y20?si=xkq7l1zeDUmFwyG6,https://i.ytimg.com/vi/D5NgvVt7y20/maxresdefault.jpg,"4 tháng 4, 2026",1,0,0,0.00%,69cf7c724955fc1be93d0f1e,An Khánh,youtube,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 23:02,04-04-2026,rejected,Link lỗi không truy cập được.,Triều Huỳnh,---,--,--,,,,,,
69d0e5e54955fc1be93d5bd5,https://vt.tiktok.com/ZSHSJwFsD/,https://p16-common-sign.tiktokcdn.com/tos-alisg-p-0037/oUQeAoGCOQTkLfkqI4eCj7ryaUtU5cI2AIDyUQ~tplv-tiktokx-cropcenter-q:300:400:q72.webp?dr=14782&refresh_token=9f1fed4c&x-expires=1775620800&x-signature=q7i5nuS2GHAM1ui06kL8i5Z7eGc%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=8aecc5ac&idc=my2&s=TIKTOK_FOR_DEVELOPER&sc=cover&biz_tag=tt_video,#Thu4NgayXanh #Hanhdongxanh #Chontuonglaixanh #T4NX,7,0,0,0.00%,69d0e5064955fc1be93d5bbd,kurukuruzzz,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 10:19,04-04-2026,rejected,Phần caption thiếu hashtag cá nhân,Triều Huỳnh,---,--,--,,,,,,
69d1035b4955fc1be93d6531,https://vt.tiktok.com/ZSHSrsJv8/,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o40AKXRcgBhEIAiI6AlI0sFAA6Ckw0fDOFABiw~tplv-tiktokx-origin.image?dr=14575&x-expires=1775790000&x-signature=xvvpqcwz9I35C%2B56O6W7GeAuKRw%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1,#Chontuonglaixanh#T4NXBNNMT#Thu4NgayXanh#Hanhdongxanh#pcyz4yk,6,0,0,0.00%,69d092d44955fc1be93d3dac,trinhvan kiet,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 19:24,04-04-2026,rejected,Video chưa đáp ứng yêu cầu của chiến dịch.,Triều Huỳnh,---,--,--,,,,,,
69d103954955fc1be93d6567,https://www.facebook.com/share/r/1JmbtUkFmC/,https://scontent-nrt6-1.xx.fbcdn.net/v/t15.5256-10/666358698_1493221145502113_8638500677908442632_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=105&ccb=1-7&_nc_sid=50ce42&_nc_ohc=5dDSt_GiL9QQ7kNvwGfQhEJ&_nc_oc=AdoCjzFou3BhT4UXDSu3dFBr5dIeM2r9BnANkW0tbFSBvwlxzWI2bn7xZG-pEdYrIao&_nc_zt=23&_nc_ht=scontent-nrt6-1.xx&_nc_gid=STwU9gSkrJKl8f28RGa-rg&_nc_ss=7a389&oh=00_Af33TjFvLG0Phq2T_LH0nbh3JYd5Zjo8b_K4dj7cJguFzQ&oe=69DCF2CB,#Thu4NgayXanh #Hanhdongxanh #Chontuonglaixanh #T4NX #2eqyfs5,10,0,0,0.00%,69d0577e4955fc1be93d28d2,Nguyễn Anh Hoàng,facebook_reels,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 19:25,04-04-2026,rejected,Cần cải thiện phần lồng tiếng hoặc bổ sung chữ minh họa trên video để nội dung truyền tải được rõ ràng và hiệu quả hơn.,Triều Huỳnh,---,--,--,,,,,,
69d108244955fc1be93d6743,https://www.facebook.com/share/r/1FtiiU4xwc/,https://scontent-sin6-3.xx.fbcdn.net/v/t15.5256-10/664077926_1401067191823036_3643427920540650257_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=110&ccb=1-7&_nc_sid=50ce42&_nc_ohc=8l09hrDy6qoQ7kNvwE5v7PI&_nc_oc=Ado86TdrVFbp-F1Y2k9kodeQcXBYTXlZeWJbyAAxwNsp3TrgLtZus0lYO9h_PTjBEnw&_nc_zt=23&_nc_ht=scontent-sin6-3.xx&_nc_gid=gRmlVwyVLwrqvi6teMxRLw&_nc_ss=7a389&oh=00_Af0fz0TMYSgSP-zhSnnvwQI63S9wBSJ38H6Gc-tRxIsHWg&oe=69DBB1FE,#Thu4NgayXanh #Hanhdongxanh #Chontuonglaixanh #T4NX #zl9fj4n,8,0,0,0.00%,69d104c84955fc1be93d6672,Đỗ Minh Quân,facebook_reels,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 19:45,04-04-2026,rejected,Cần cải thiện phần lồng tiếng hoặc bổ sung chữ minh họa trên video để nội dung truyền tải được rõ ràng và hiệu quả hơn.,Triều Huỳnh,---,--,--,,,,,,
69d0b3b74955fc1be93d4bc8,https://vt.tiktok.com/ZSHBX74VB/,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ocfIfdYrgsAigNFQoZgQKZR9GQsQ4GDhn1KeAf~tplv-tiktokx-cropcenter-q:300:400:q72.webp?dr=14782&refresh_token=1f1483bb&x-expires=1775534400&x-signature=gdmyY5clPQiqR2wDiGsy8%2FMP0uY%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=8aecc5ac&idc=my2&biz_tag=tt_video&s=TIKTOK_FOR_DEVELOPER&sc=cover,#Thu4NgayXanh #Hanhdongxanh #Chontuonglaixanh #T4NX #fv2xy8u,91,0,0,0.00%,69ceb2e44955fc1be93ce916,Thao Ngô văn,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 06:40,04-04-2026,rejected,Nội dung video hiện tại chưa phù hợp với chương trình.,Triều Huỳnh,---,--,--,,,,,,
69d0f23d4955fc1be93d5f39,https://youtube.com/shorts/ppIz6Ad7Hyo?si=V9VCmIMpsTVEXrCV,https://i.ytimg.com/vi/ppIz6Ad7Hyo/maxresdefault.jpg,#Thu4NgayXanh #Hanhdongxanh #Chontuonglaixanh #T4NX #ctruqm8,11,0,0,0.00%,69d0eaef4955fc1be93d5d26,Trang_🐤,youtube_shorts,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 18:05,04-04-2026,rejected,"Video hiện chưa đáp ứng tiêu chí về ý tưởng nội dung sáng tạo của chương trình.
",Triều Huỳnh,---,--,--,,,,,,
69d0e6c14955fc1be93d5c6a,https://vt.tiktok.com/ZSHSJ3pQc/,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ocaEHOIIVVaiDABDD5vnxZ8cGY2BQvBiHAIdY~tplv-tiktokx-cropcenter-q:300:400:q72.webp?dr=14782&refresh_token=01fdfc0a&x-expires=1775383200&x-signature=ntGgZQ29d8%2BmztoD9zpxPjM%2BDbI%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=8aecc5ac&idc=my2&biz_tag=tt_video&s=TIKTOK_FOR_DEVELOPER&sc=cover,#Chontuonglaixanh #T4NXBNNMT #Thu4NgayXanh #Hanhdongxanh #NguyenThanhTrong,129,0,0,0.00%,69d0d3ca4955fc1be93d5715,Thanhtrong,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 09:22,04-04-2026,rejected,Link lỗi không truy cập được.,Triều Huỳnh,---,--,--,,,,,,
69d0a2f94955fc1be93d482f,https://vt.tiktok.com/ZSHBm56ew/,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oEtI1kYFEia3BOiahQBBWImCoAA9X8vRHAQTd~tplv-tiktokx-origin.image?dr=14575&x-expires=1775451600&x-signature=oCS0Hi2I35kgN1QimoYj5DYFIcs%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1,#chontuonglaixanh #T4NXBNNMT #thu4ngayxanh #Hanhdongxanh #4ex2n3w,1,0,0,0.00%,69cf7c724955fc1be93d0f1e,An Khánh,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 12:32,04-04-2026,rejected,Video hiện không hiển thị nên bên mình chưa thể đánh giá.,Triều Huỳnh,---,--,--,,,,,,
69d1e3f04955fc1be93d9db0,https://vt.tiktok.com/ZSHACMKV2/,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oAIhZfGAQIISNBsD84TIRG2CoQ6D4qgeAA4Lfj~tplv-tiktokx-origin.image?dr=14575&x-expires=1775534400&x-signature=bsttHZjmoehLjU9lIUIs%2BOFTgLE%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=sg1,#chontuonglaixanh#T4NXBNMT#Thu4ngayxanh#hanhdongxanh#fdx44bm,3,0,0,0.00%,69cf24714955fc1be93cf13c,Bích Trâm,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,05-04-2026 11:21,05-04-2026,rejected,"Video không thể tải sau nhiều lần thử, có thể do đã bị xóa, đặt riêng tư, hoặc nền tảng đang tạm chặn.",Nguyệt,---,--,--,"Không quét được video,
Suggest Auto Rejected",,,,,
69d1c9e24955fc1be93d9153,https://vt.tiktok.com/ZSHAya66g/,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oYRBiFBuFuSffl0GSpKAAqURNyQEQLocDcyNEg~tplv-tiktokx-cropcenter-q:300:400:q72.webp?dr=14782&refresh_token=ae8ea2e2&x-expires=1775440800&x-signature=Pwh7BbO3a2dhkwlP5ftJAPYl6NI%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=8aecc5ac&idc=my2&sc=cover&biz_tag=tt_video&s=TIKTOK_FOR_DEVELOPER,#Chontuonglaixanh #T4NXBNNMT #Thu4NgayXanh #Hanhdongxanh #481hh6d,4,0,0,0.00%,69cf492e4955fc1be93cffb8,Phương Thảo Lương,tiktok,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,05-04-2026 02:29,05-04-2026,rejected,"Video không khả dụng, có thể đã bị xóa hoặc đặt ở chế độ riêng tư.",Nguyệt,---,--,--,Suggest Auto Rejected,,,,,
69d1267d4955fc1be93d75a4,https://youtube.com/shorts/lyjhNNSk7XQ?si=h1P1UrNv1_q3Acit,https://i.ytimg.com/vi/lyjhNNSk7XQ/maxresdefault.jpg,"4 tháng 4, 2026",2,0,0,0.00%,69d1085a4955fc1be93d6749,Dậy đê đừng ngủ nữa 🤡,youtube_shorts,Gen Green,69cf3138d3891e71e6894737,Thử thách 21 Ngày: Hành động Xanh - Chọn Tương lai Xanh,04-04-2026 21:53,04-04-2026,rejected,Video không khả dụng,CTV Nhi Mẫn,---,--,--,Suggest Auto Rejected,,,,,
